class,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28
PUSHdown,0.8102737665176392,0.6314570903778076,-0.038225673139095306,0.99955815076828,0.7400258779525757,0.5708763599395752,0.22250576317310333,0.9988564252853394,0.7642126083374023,0.5972762703895569,-0.12093500792980194,0.999908447265625,0.642497181892395,0.502679169178009,0.26623040437698364,0.18714135885238647,0.671981692314148,0.534529447555542,-0.2663806676864624,0.9819459319114685,0.6317041516304016,0.6192654967308044,0.2325301468372345,0.1530202478170395,0.7151663899421692,0.6729732751846313,-0.3729059398174286,0.878777801990509,0.5384068489074707,0.5252657532691956,0.11276743561029434,0.9941591024398804,0.54205721616745,0.5513327121734619,-0.11257467418909073,0.9981062412261963,0.3662536144256592,0.5350661873817444,0.09536223113536835,0.21316801011562347,0.36146771907806396,0.5731491446495056,-0.10980862379074097,0.9750033617019653,0.1938660442829132,0.5267109870910645,0.10275565087795258,0.42461898922920227
PUSHdown,0.8101323843002319,0.6281653642654419,-0.03303975611925125,0.9995688199996948,0.7401005029678345,0.5724287629127502,0.22482597827911377,0.99878990650177,0.7642430067062378,0.5972499847412109,-0.10331536829471588,0.9999094009399414,0.6424986124038696,0.5091475248336792,0.271861732006073,0.18378816545009613,0.6711577773094177,0.53216952085495,-0.24327802658081055,0.9823508262634277,0.6359611749649048,0.6187079548835754,0.23417064547538757,0.14913803339004517,0.714500367641449,0.6729006171226501,-0.34512341022491455,0.8797101974487305,0.5383458733558655,0.5251224637031555,0.10977623611688614,0.9940494894981384,0.542630136013031,0.5519397258758545,-0.109593465924263,0.9980607628822327,0.36716657876968384,0.5354185700416565,0.08650878071784973,0.2194807231426239,0.3622741103172302,0.5741701126098633,-0.11009734869003296,0.9751375317573547,0.19154062867164612,0.5266065001487732,0.09263454377651215,0.43089982867240906
PUSHdown,0.8097535967826843,0.6268604397773743,-0.02944333292543888,0.999576210975647,0.7401007413864136,0.5736974477767944,0.2240033596754074,0.9987342953681946,0.7643663883209229,0.5967670679092407,-0.09487520158290863,0.9999090433120728,0.6424974203109741,0.5126925110816956,0.27154964208602905,0.18111877143383026,0.6709240674972534,0.530555009841919,-0.23051917552947998,0.9826383590698242,0.6358208060264587,0.6187804341316223,0.23281142115592957,0.1458364725112915,0.7146320343017578,0.6729626059532166,-0.3283693492412567,0.8798394203186035,0.538345217704773,0.5252967476844788,0.10519645363092422,0.9938259124755859,0.5437049269676208,0.5533150434494019,-0.10500959306955338,0.9979760646820068,0.3672744333744049,0.5386612415313721,0.07936947792768478,0.2264556884765625,0.36271756887435913,0.5755186676979065,-0.10963691771030426,0.9752596616744995,0.19015397131443024,0.5265243649482727,0.08398035168647766,0.43684378266334534
PUSHdown,0.8097470998764038,0.6263874769210815,-0.02969037927687168,0.9995856285095215,0.740368127822876,0.5758475065231323,0.22457201778888702,0.9986838698387146,0.7648799419403076,0.596603274345398,-0.09586763381958008,0.9999099969863892,0.6424933671951294,0.5159282088279724,0.2718959450721741,0.17849916219711304,0.6709206700325012,0.530205488204956,-0.23585672676563263,0.9829998016357422,0.632150411605835,0.6183281540870667,0.2325887680053711,0.14256571233272552,0.715359628200531,0.6729944348335266,-0.3385651707649231,0.8802818059921265,0.5383988618850708,0.5255237817764282,0.10544522851705551,0.9937295317649841,0.544718861579895,0.5533487796783447,-0.10526365041732788,0.9979486465454102,0.36786210536956787,0.5394273996353149,0.07997442036867142,0.23225347697734833,0.36379700899124146,0.5757725238800049,-0.11023324728012085,0.9755746722221375,0.18974599242210388,0.5267356634140015,0.08577822148799896,0.44330769777297974
PUSHdown,0.8096541166305542,0.6264049410820007,-0.02579258382320404,0.9995956420898438,0.7403687238693237,0.576119601726532,0.23468470573425293,0.9986140131950378,0.764881432056427,0.5958412289619446,-0.09530598670244217,0.9999120235443115,0.6425105333328247,0.5183746218681335,0.2813405990600586,0.17530210316181183,0.6710439920425415,0.5302512049674988,-0.2368277609348297,0.983525276184082,0.6321501731872559,0.616902232170105,0.23739595711231232,0.14009886980056763,0.7155091166496277,0.6732122898101807,-0.34135061502456665,0.8827238082885742,0.5383947491645813,0.5260761976242065,0.10582780838012695,0.9936093688011169,0.5451444983482361,0.5539062023162842,-0.1056530624628067,0.9979249835014343,0.36793774366378784,0.541475236415863,0.08124841749668121,0.2372828722000122,0.3642725646495819,0.576481282711029,-0.11314564943313599,0.9760298132896423,0.18840070068836212,0.527015209197998,0.08730937540531158,0.4494015574455261
PUSHdown,0.8094189763069153,0.6260485053062439,-0.025402337312698364,0.999599039554596,0.7403680682182312,0.5760624408721924,0.2331342250108719,0.9985459446907043,0.764918863773346,0.5955345630645752,-0.09279321134090424,0.9999122023582458,0.6424373388290405,0.5179847478866577,0.2793993651866913,0.17272630333900452,0.6707912087440491,0.5297138690948486,-0.22950232028961182,0.9838994741439819,0.6357882618904114,0.616890549659729,0.23378734290599823,0.13783057034015656,0.7160153985023499,0.6729762554168701,-0.3310156464576721,0.884071409702301,0.5383981466293335,0.5260179042816162,0.1048981100320816,0.9933909177780151,0.5454708337783813,0.554180383682251,-0.10471457242965698,0.9978642463684082,0.3682026267051697,0.5414048433303833,0.0800432562828064,0.24230007827281952,0.3644178509712219,0.5767785906791687,-0.1125778928399086,0.976394772529602,0.1884387731552124,0.5263032913208008,0.08475706726312637,0.45492154359817505
PUSHdown,0.8093873858451843,0.6258226633071899,-0.026011204347014427,0.9996100068092346,0.7403814792633057,0.5767802000045776,0.2321963757276535,0.9985160827636719,0.7653561234474182,0.5956663489341736,-0.09265424311161041,0.9999131560325623,0.6424608826637268,0.51873779296875,0.27858608961105347,0.17092451453208923,0.6709540486335754,0.5297199487686157,-0.23261506855487823,0.9841964840888977,0.6338804960250854,0.6174196004867554,0.2351704090833664,0.13584184646606445,0.7160117626190186,0.6729799509048462,-0.33609750866889954,0.8849663734436035,0.5387696623802185,0.5264268517494202,0.1048603430390358,0.9933809041976929,0.5469580888748169,0.5544862151145935,-0.10468117147684097,0.9978542923927307,0.3689575493335724,0.5412783026695251,0.07907959818840027,0.25021758675575256,0.3665851950645447,0.5767859220504761,-0.11251820623874664,0.976901650428772,0.18846780061721802,0.5262225866317749,0.08448733389377594,0.4650627076625824
PUSHdown,0.8089596629142761,0.6252692341804504,-0.024556435644626617,0.999629020690918,0.7404509782791138,0.5768775939941406,0.23238754272460938,0.9985203742980957,0.7659209966659546,0.5953372716903687,-0.09031008183956146,0.9999163746833801,0.6424952149391174,0.5186012387275696,0.2780517339706421,0.17145517468452454,0.6711852550506592,0.5294026136398315,-0.2311323881149292,0.9847350120544434,0.6300654411315918,0.6169883012771606,0.2351284772157669,0.1347099244594574,0.7160760164260864,0.6730672717094421,-0.33839356899261475,0.8873354196548462,0.5387541055679321,0.526086151599884,0.10478980839252472,0.9934048056602478,0.5471622943878174,0.5536930561065674,-0.10460548102855682,0.9978741407394409,0.36898133158683777,0.5412546992301941,0.0782289132475853,0.2559777796268463,0.36676326394081116,0.5768229961395264,-0.11245080083608627,0.9775888919830322,0.18838658928871155,0.5262929797172546,0.08230350911617279,0.47172191739082336
PUSHdown,0.8090571165084839,0.6257284283638,-0.02114962413907051,0.9996353983879089,0.7407137155532837,0.5770518779754639,0.2325483113527298,0.9984856843948364,0.7672914862632751,0.5958190560340881,-0.08952561765909195,0.9999169707298279,0.6428426504135132,0.5185784101486206,0.27771252393722534,0.17046426236629486,0.671707272529602,0.5289990901947021,-0.23160560429096222,0.9849711060523987,0.6353288292884827,0.6175755858421326,0.23432974517345428,0.13407595455646515,0.7160187363624573,0.6730630993843079,-0.3384287357330322,0.8878720998764038,0.5389732122421265,0.526038408279419,0.10492924600839615,0.9933380484580994,0.5476412177085876,0.5541572570800781,-0.10474445670843124,0.9978609681129456,0.3690474033355713,0.5412212610244751,0.07882937043905258,0.2604873776435852,0.36672282218933105,0.5769355297088623,-0.11298248916864395,0.9780682325363159,0.18842560052871704,0.5260421633720398,0.08312772959470749,0.4777071475982666
PUSHdown,0.8090106844902039,0.6255887746810913,-0.019278153777122498,0.9996336102485657,0.7407117486000061,0.577105700969696,0.23451001942157745,0.9984304904937744,0.7670210003852844,0.5957630276679993,-0.09030734747648239,0.9999165534973145,0.6430473327636719,0.5209494829177856,0.2886698544025421,0.16726943850517273,0.6716811060905457,0.5299519896507263,-0.2320181131362915,0.9850098490715027,0.6342012882232666,0.6145246624946594,0.2609611451625824,0.1309165358543396,0.7165828347206116,0.6730632185935974,-0.33769354224205017,0.8884242177009583,0.5389320254325867,0.526703417301178,0.10503458976745605,0.9932442903518677,0.5476213693618774,0.5548983812332153,-0.10485001653432846,0.9978308081626892,0.3694000840187073,0.5419049859046936,0.0789511576294899,0.2605965733528137,0.36693307757377625,0.5769433975219727,-0.11293606460094452,0.9776312708854675,0.18844211101531982,0.5262882113456726,0.08281208574771881,0.47676241397857666
PUSHdown,0.8090322613716125,0.6256042122840881,-0.025463923811912537,0.999633252620697,0.7407417297363281,0.577174961566925,0.23427942395210266,0.9984026551246643,0.7668874859809875,0.5958252549171448,-0.09601034969091415,0.9999164342880249,0.6432220339775085,0.5216681361198425,0.28647780418395996,0.1654985547065735,0.6717697381973267,0.5309117436408997,-0.2402668446302414,0.9850615859031677,0.6323636770248413,0.6141923069953918,0.2570953369140625,0.1297236979007721,0.7166202068328857,0.6730700135231018,-0.3486658036708832,0.8884962201118469,0.5390834212303162,0.5268328785896301,0.10575564205646515,0.9932072162628174,0.5476083159446716,0.5550201535224915,-0.10557612031698227,0.9978075623512268,0.3695625066757202,0.5424154996871948,0.07920500636100769,0.26154235005378723,0.36722278594970703,0.5769199132919312,-0.11308561265468597,0.977412760257721,0.18845732510089874,0.5266488790512085,0.08502794802188873,0.4778285622596741
PUSHdown,0.8090484738349915,0.6246300339698792,-0.02367919124662876,0.9996449947357178,0.7413772344589233,0.5776983499526978,0.23395612835884094,0.9983997344970703,0.7670599222183228,0.595867931842804,-0.09015411138534546,0.9999178647994995,0.6442521810531616,0.5223413705825806,0.2851070761680603,0.16400672495365143,0.6717998385429382,0.530958354473114,-0.23075568675994873,0.9851834177970886,0.6321862936019897,0.6155668497085571,0.2531762421131134,0.1284361034631729,0.7165971994400024,0.673065185546875,-0.3406867980957031,0.8893389105796814,0.5395709276199341,0.5267403721809387,0.10486124455928802,0.9932218790054321,0.5481692552566528,0.5546687841415405,-0.10467416048049927,0.9978047609329224,0.3696788251399994,0.5423599481582642,0.07730097323656082,0.2643294930458069,0.3672488331794739,0.5768904089927673,-0.11264626681804657,0.9775498509407043,0.1885886788368225,0.5263770222663879,0.07930713146924973,0.4801342487335205
PUSHdown,0.8090159296989441,0.6239560842514038,-0.02277858927845955,0.9996532201766968,0.741381824016571,0.5778548121452332,0.23377270996570587,0.9983757734298706,0.7667838931083679,0.5950586795806885,-0.08979533612728119,0.9999192953109741,0.6444448232650757,0.523811936378479,0.2848310172557831,0.16221526265144348,0.6718988418579102,0.5311949253082275,-0.23072054982185364,0.9854006767272949,0.6287201642990112,0.6114400625228882,0.2520289719104767,0.12567101418972015,0.7167295217514038,0.6730794906616211,-0.34091007709503174,0.8903114795684814,0.5395795106887817,0.5269123911857605,0.10467010736465454,0.993222177028656,0.5481418371200562,0.554192841053009,-0.10447962582111359,0.997807502746582,0.370059072971344,0.543268084526062,0.07663199305534363,0.2642601430416107,0.367727130651474,0.5763768553733826,-0.1124432310461998,0.9774516224861145,0.188888818025589,0.526472806930542,0.07907699048519135,0.47911426424980164
PUSHdown,0.8090561628341675,0.6240052580833435,-0.02280919812619686,0.9996474385261536,0.7413614392280579,0.5783243775367737,0.2330305278301239,0.998302698135376,0.7665757536888123,0.5950116515159607,-0.08993180841207504,0.9999176263809204,0.6442176103591919,0.5250741839408875,0.2839026153087616,0.1594828963279724,0.6718949675559998,0.5312095284461975,-0.2313447743654251,0.9854112267494202,0.6286491751670837,0.6115726232528687,0.24505910277366638,0.12355722486972809,0.7169131636619568,0.6730773448944092,-0.3393838107585907,0.8905114531517029,0.5395259261131287,0.5271903872489929,0.10469164699316025,0.9930700063705444,0.5481027364730835,0.5545154809951782,-0.1045030802488327,0.997753381729126,0.3701898455619812,0.5448100566864014,0.07694105803966522,0.26430565118789673,0.36803704500198364,0.5763645172119141,-0.11229691654443741,0.9768906831741333,0.18889696896076202,0.5266836285591125,0.0795803964138031,0.477977454662323
PUSHdown,0.8092395067214966,0.6240598559379578,-0.026075610890984535,0.9996492266654968,0.7412952184677124,0.577917218208313,0.22914893925189972,0.998305082321167,0.7665815353393555,0.5950116515159607,-0.09393661469221115,0.9999179840087891,0.6441690921783447,0.5248593091964722,0.27260032296180725,0.16065029799938202,0.672013521194458,0.5312015414237976,-0.23348836600780487,0.9855359792709351,0.6293227672576904,0.6157699823379517,0.22941605746746063,0.12441109865903854,0.7169114351272583,0.6731773614883423,-0.3417714834213257,0.8911424875259399,0.5391370058059692,0.5261586308479309,0.10466650873422623,0.9928836226463318,0.5475487112998962,0.5535520911216736,-0.10447242110967636,0.9977080821990967,0.36990946531295776,0.5436793565750122,0.07716447860002518,0.26365140080451965,0.3669244647026062,0.5758529901504517,-0.11095505952835083,0.9772341847419739,0.18893708288669586,0.5266845226287842,0.07972733676433563,0.47616124153137207
PUSHdown,0.8096667528152466,0.6255058646202087,-0.029377583414316177,0.9996441602706909,0.7413593530654907,0.5778827667236328,0.2290586233139038,0.9982847571372986,0.7665424942970276,0.5950130820274353,-0.09957653284072876,0.999916672706604,0.6441732048988342,0.5259745717048645,0.27271127700805664,0.159401535987854,0.6718193292617798,0.5312017798423767,-0.23566582798957825,0.9853766560554504,0.6300868988037109,0.6176885962486267,0.2298075258731842,0.12334832549095154,0.7170780897140503,0.673209547996521,-0.34182673692703247,0.8903006315231323,0.5389944314956665,0.5255986452102661,0.10516047477722168,0.9926815032958984,0.5470179319381714,0.5529153943061829,-0.10495515912771225,0.9976324439048767,0.36989617347717285,0.5435705780982971,0.07791228592395782,0.2616576552391052,0.36674755811691284,0.5748613476753235,-0.11066995561122894,0.9768508076667786,0.1889496147632599,0.5266775488853455,0.08097151666879654,0.47168877720832825
PUSHdown,0.8101903796195984,0.6254087686538696,-0.03349775820970535,0.9996410012245178,0.7415895462036133,0.5779423117637634,0.21748046576976776,0.9982597231864929,0.766614556312561,0.5953521132469177,-0.10206872224807739,0.9999155402183533,0.6441882848739624,0.5257880687713623,0.2607939541339874,0.159476637840271,0.6718191504478455,0.5314425826072693,-0.23742623627185822,0.9855087995529175,0.6290673613548279,0.6176825165748596,0.21913111209869385,0.12171876430511475,0.717362105846405,0.6732006072998047,-0.3418882489204407,0.8902248740196228,0.538928210735321,0.525463342666626,0.10378091037273407,0.9925854802131653,0.5469481945037842,0.5529258251190186,-0.10357645899057388,0.9976047873497009,0.3699745237827301,0.5435078740119934,0.07770277559757233,0.2639985680580139,0.36694371700286865,0.5748552680015564,-0.10892955213785172,0.976884663105011,0.18904028832912445,0.5266755819320679,0.08215244114398956,0.4727880656719208
PUSHdown,0.8101867437362671,0.6244419813156128,-0.035114698112010956,0.9996472597122192,0.7428773641586304,0.5788352489471436,0.2186708003282547,0.9982439279556274,0.7671847343444824,0.5954859256744385,-0.09993918985128403,0.9999163746833801,0.6444228887557983,0.5259340405464172,0.263031929731369,0.15746723115444183,0.6725562214851379,0.5316116213798523,-0.23747828602790833,0.9856180548667908,0.6248306035995483,0.6146085858345032,0.2196783572435379,0.11932746320962906,0.717737078666687,0.6732003092765808,-0.3476393520832062,0.8889308571815491,0.5389379858970642,0.5254653096199036,0.10376163572072983,0.9925951957702637,0.5469391345977783,0.5529196262359619,-0.10356463491916656,0.9975989460945129,0.3703528344631195,0.543639600276947,0.07706423848867416,0.265398770570755,0.3675073981285095,0.5748592615127563,-0.109037384390831,0.9769180417060852,0.189191073179245,0.5265358090400696,0.08202629536390305,0.47529760003089905
PUSHdown,0.8101733922958374,0.6244472861289978,-0.03459884971380234,0.9996517300605774,0.7427379488945007,0.5787488222122192,0.21717973053455353,0.998236894607544,0.7673903703689575,0.5955209136009216,-0.0996260866522789,0.9999164938926697,0.6440651416778564,0.5248304605484009,0.2598809003829956,0.15817619860172272,0.6726142168045044,0.5314727425575256,-0.23641113936901093,0.9857609868049622,0.6246790885925293,0.6147472858428955,0.21605154871940613,0.11824510246515274,0.7177420854568481,0.6732025146484375,-0.34441953897476196,0.888472318649292,0.538879930973053,0.5250299572944641,0.10296398401260376,0.9925644993782043,0.5469357967376709,0.5523931384086609,-0.10276994854211807,0.997594952583313,0.3703530430793762,0.5436179637908936,0.07625963538885117,0.2693289816379547,0.36749404668807983,0.57494056224823,-0.10804033279418945,0.9772458672523499,0.18923741579055786,0.5265599489212036,0.08192642033100128,0.4787771701812744
PUSHdown,0.810173511505127,0.6244380474090576,-0.036863964051008224,0.9996415972709656,0.7427270412445068,0.5789062976837158,0.2175465077161789,0.9981744289398193,0.7673898935317993,0.5951537489891052,-0.1018962413072586,0.9999146461486816,0.6440367698669434,0.5260274410247803,0.25955730676651,0.15643705427646637,0.6725938320159912,0.5313577055931091,-0.2406400740146637,0.9856160879135132,0.624770998954773,0.6155186891555786,0.21262267231941223,0.11745849251747131,0.7178233861923218,0.6732780933380127,-0.3491089642047882,0.8876709938049316,0.53840571641922,0.5250449776649475,0.10299502313137054,0.9922763109207153,0.5466723442077637,0.552298903465271,-0.10280092805624008,0.9975014328956604,0.3700564503669739,0.5437107086181641,0.07673494517803192,0.2683694660663605,0.36727195978164673,0.574840247631073,-0.10807330906391144,0.9767526388168335,0.1892525851726532,0.5265083909034729,0.08413169533014297,0.4749997854232788
PUSHdown,0.810205340385437,0.6242530345916748,-0.03676043450832367,0.9996427297592163,0.7427176237106323,0.578929603099823,0.21800868213176727,0.9981426000595093,0.767103910446167,0.5950533747673035,-0.10177783668041229,0.9999147653579712,0.6444644927978516,0.525985598564148,0.2633558213710785,0.15553230047225952,0.6726926565170288,0.5313602685928345,-0.2416689395904541,0.9857009053230286,0.624376654624939,0.6138467192649841,0.21785536408424377,0.11665923148393631,0.7179749608039856,0.6732951998710632,-0.3526752293109894,0.888293445110321,0.5383927226066589,0.524996280670166,0.10319206863641739,0.9922011494636536,0.5466054677963257,0.5519053936004639,-0.10300208628177643,0.9974929094314575,0.3709380626678467,0.5439291596412659,0.07771103829145432,0.268477201461792,0.36807090044021606,0.5749572515487671,-0.10917689651250839,0.9767300486564636,0.18952487409114838,0.5264931321144104,0.08641166239976883,0.47362378239631653
